timestamp,accX,accY,accZ,anvX,anvY,anvZ
43700,-0.1,-10.47,-1.47,-0.03,0.16,0.01
43800,0.12,-9.69,-1.27,0.02,0.06,0.13
43900,-0.07,-9.6,-0.84,-0.03,0.18,-0.04
44000,0.3,-10.08,-1.67,-0.02,0.04,0.04
44100,0.06,-10.17,-1.58,-0.07,0.12,0.05
44200,0.34,-9.77,-1.67,0.03,0.1,0
44300,-0.06,-9.93,-1.34,-0.03,0.05,-0.04
44400,0.12,-10,-1.25,-0.03,0.11,-0.01
44500,0.1,-9.95,0,-0.93,0.05,-0.04
44600,0.68,-9.46,-0.98,-0.13,0.06,0.1
44700,0,-9.93,-1.25,0,0.12,0
44800,-0.15,-9.89,-1.17,0.11,0.11,-0.03
44900,-0.44,-10.02,-1.15,-0.03,0.12,0.05
45000,0.13,-9.94,-1.62,0.01,0.19,0.04
45100,0.31,-10.04,-1.25,0.03,0.08,-0.02
45200,0.03,-10.05,-1.07,0.02,0.07,0.06
45300,0.05,-9.82,-0.67,0.04,0.1,0.06
45400,-0.14,-9.87,-0.95,0.02,0,0.04
